Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
status_6,hema_epa,,dropdown,Status,"0, Deleted | 1, Completed | 2, Incomplete",,,,,,,,,,,, @MC-TASK-STATUS @HIDDEN-SURVEY
supplementaldata_6,hema_epa,,notes,Supplemental Data (JSON),,,,,,,,,,,,, @MC-TASK-SUPPLEMENTALDATA @HIDDEN-SURVEY
serializedresult_6,hema_epa,,file,Serialized Result,,,,,,,,,,,,, @MC-TASK-SERIALIZEDRESULT @HIDDEN-SURVEY
id_eval_date,id_epa,基本資料,text,評核日期,,請輸入格式 YYYY-MM-DD,date_ymd,,,,,,,,,,
id_assessor_name,id_epa,,text,評核教師姓名,,,,,,,,,,,,,@HIDDEN-SURVEY
id_assessor_email,id_epa,,text,評核教師電子信箱,,用於發送 EPA survey 邀請,email,,,y,,,,,,,@CHARLIMIT=100 @HIDDEN-SURVEY
id_assessor_title,id_epa,,dropdown,評核教師職稱,"1, 主治醫師 | 2, 總醫師 | 3, 其他",,,,,,,,,,,,@HIDDEN-SURVEY
id_evaluated_id,id_epa,被評核學員,text,被評核學員學號/員工編號,,請填入受評學員的學號或員工編號,,,,,,,,,,,@CHARLIMIT=20 @HIDDEN-SURVEY
id_evaluated_name,id_epa,,text,被評核學員姓名,,,,,,,,y,,,,,@CHARLIMIT=50 @READONLY
id_evaluated_type,id_epa,,dropdown,被評核學員類別,"1, 醫學生 | 2, PGY醫師 | 3, 住院醫師 | 4, 專科護理師",,,,,,,,,,,,@HIDDEN-SURVEY
id_trainee_type,id_epa,,dropdown,受評者類型,"1, 醫學生 | 2, PGY醫師 | 3, 住院醫師 | 4, 專科護理師",,,,,,,,,,,,@HIDDEN-SURVEY
id_trainee_name,id_epa,,text,受評者姓名,,,,,,,,,,,,,@HIDDEN-SURVEY
id_dept,id_epa,,text,評核科別,,預設：感染症內科,,,,,,,,,,,@DEFAULT='感染症內科' @READONLY @HIDDEN-SURVEY
id_section_epa,id_epa,EPA評估項目,descriptive,評分標準說明: Level 1 新手 - 僅能觀察他人執行需督導引導; Level 2 進階初學者 - 可在直接監督下執行; Level 3 勝任 - 可獨立執行但需回報; Level 4 精通 - 可獨立執行監督者隨時可得; Level 5 專家 - 可獨立執行並指導他人,,,,,,,,,,,,,
epa_id_epa_1,id_epa,,dropdown,EPA 1: 感染症病史詢問與系統性理學檢查,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 發燒型態旅遊史接觸史疫苗史/淋巴結肝脾皮疹傷口檢查/菌血症敗血症識別,,,,,,y,,,,,
epa_id_epa_2,id_epa,,dropdown,EPA 2: 社區感染症診斷與治療,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 上下呼吸道感染/泌尿道感染/蜂窩組織炎/腸胃道感染/經驗性抗生素選擇,,,,,,y,,,,,
epa_id_epa_3,id_epa,,dropdown,EPA 3: 院內感染症診斷與治療,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 導管相關感染/呼吸器相關肺炎/手術部位感染/CDI/MDRO管理,,,,,,y,,,,,
epa_id_epa_4,id_epa,,dropdown,EPA 4: 微生物檢體採檢送檢與報告判讀,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 血液培養痰液尿液檢體/革蘭氏染色培養/藥敏試驗MIC判讀/快速檢驗分子診斷,,,,,,y,,,,,
epa_id_epa_5,id_epa,,dropdown,EPA 5: 抗生素合理使用與管理,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 抗生素分類機轉/廣窄譜選擇/劑量調整/抗生素升降階/AMS原則,,,,,,y,,,,,
epa_id_epa_6,id_epa,,dropdown,EPA 6: 不明熱評估與處理,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: FUO定義鑑別診斷/感染腫瘤自體免疫藥物熱/系統性檢查安排/診斷性治療,,,,,,y,,,,,
epa_id_epa_7,id_epa,,dropdown,EPA 7: 免疫不全患者感染管理,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 嗜中性白血球低下發燒/HIV伺機性感染/器官移植感染/化療感染預防,,,,,,y,,,,,
epa_id_epa_8,id_epa,,dropdown,EPA 8: 敗血症及敗血性休克處理,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: Sepsis3定義qSOFA/血流動力學評估/Bundle照護/抗生素升階/器官支持,,,,,,y,,,,,
epa_id_epa_9,id_epa,,dropdown,EPA 9: 感染管制規範執行,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 標準預防接觸飛沫空氣傳播/手部衛生/隔離措施/針扎處理/PPE使用,,,,,,y,,,,,
epa_id_epa_10,id_epa,,dropdown,EPA 10: 法定傳染病通報與處理,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 第一二三四類傳染病/疫調通報流程/接觸者追蹤/公衛協調/隔離措施,,,,,,y,,,,,
id_section_comments,id_epa,整體評語,descriptive,請針對此次評核提供整體質性回饋: 優點與具體表現/需改進之處與學習建議/是否建議進入下階段訓練。提示: 您可使用手機語音輸入功能,,,,,,,,,,,,,
id_overall_comments,id_epa,,notes,整體質性評語,,建議使用語音輸入功能,,,,,,,,,,, @MAXCHOICE=10000
id_strengths,id_epa,,notes,優點與具體表現,,,,,,,,,,,,, @MAXCHOICE=3000
id_areas_improvement,id_epa,,notes,需改進之處與學習建議,,,,,,,,,,,,, @MAXCHOICE=3000
id_recommendation,id_epa,,dropdown,是否建議進入下階段訓練,"1, 是-可進入下階段 | 2, 尚可-需持續觀察 | 3, 保留-需加強訓練",,,,,,,y,,,,,
uuid_7,id_epa,,text,UUID,,,,,,,,,,,,, @MC-TASK-UUID @HIDDEN-SURVEY
startdate_7,id_epa,,text,Start Date,,,,,,,,,,,,, @MC-TASK-STARTDATE @HIDDEN-SURVEY
enddate_7,id_epa,,text,End Date,,,,,,,,,,,,, @MC-TASK-ENDDATE @HIDDEN-SURVEY
scheduledate_7,id_epa,,text,Schedule Date,,,,,,,,,,,,, @MC-TASK-SCHEDULEDATE @HIDDEN-SURVEY
status_7,id_epa,,dropdown,Status,"0, Deleted | 1, Completed | 2, Incomplete",,,,,,,,,,,, @MC-TASK-STATUS @HIDDEN-SURVEY
supplementaldata_7,id_epa,,notes,Supplemental Data (JSON),,,,,,,,,,,,, @MC-TASK-SUPPLEMENTALDATA @HIDDEN-SURVEY
serializedresult_7,id_epa,,file,Serialized Result,,,,,,,,,,,,, @MC-TASK-SERIALIZEDRESULT @HIDDEN-SURVEY
onco_eval_date,onco_epa,基本資料,text,評核日期,,請輸入格式 YYYY-MM-DD,date_ymd,,,,,,,,,,
onco_assessor_name,onco_epa,,text,評核教師姓名,,,,,,,,,,,,,@HIDDEN-SURVEY
onco_assessor_email,onco_epa,,text,評核教師電子信箱,,用於發送 EPA survey 邀請,email,,,y,,,,,,,@CHARLIMIT=100 @HIDDEN-SURVEY
onco_assessor_title,onco_epa,,dropdown,評核教師職稱,"1, 主治醫師 | 2, 總醫師 | 3, 其他",,,,,,,,,,,,@HIDDEN-SURVEY
onco_evaluated_id,onco_epa,被評核學員,text,被評核學員學號/員工編號,,請填入受評學員的學號或員工編號,,,,,,,,,,,@CHARLIMIT=20 @HIDDEN-SURVEY
onco_evaluated_name,onco_epa,,text,被評核學員姓名,,,,,,,,y,,,,,@CHARLIMIT=50 @READONLY
onco_evaluated_type,onco_epa,,dropdown,被評核學員類別,"1, 醫學生 | 2, PGY醫師 | 3, 住院醫師 | 4, 專科護理師",,,,,,,,,,,,@HIDDEN-SURVEY
onco_trainee_type,onco_epa,,dropdown,受評者類型,"1, 醫學生 | 2, PGY醫師 | 3, 住院醫師 | 4, 專科護理師",,,,,,,,,,,,@HIDDEN-SURVEY
onco_trainee_name,onco_epa,,text,受評者姓名,,,,,,,,,,,,,@HIDDEN-SURVEY
onco_dept,onco_epa,,text,評核科別,,預設：腫瘤科,,,,,,,,,,,@DEFAULT='腫瘤科' @READONLY @HIDDEN-SURVEY
onco_section_epa,onco_epa,EPA評估項目,descriptive,評分標準說明: Level 1 新手 - 僅能觀察他人執行需督導引導; Level 2 進階初學者 - 可在直接監督下執行; Level 3 勝任 - 可獨立執行但需回報; Level 4 精通 - 可獨立執行監督者隨時可得; Level 5 專家 - 可獨立執行並指導他人,,,,,,,,,,,,,
epa_onco_epa_1,onco_epa,,dropdown,EPA 1: 腫瘤學病史詢問與理學檢查,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 體重減輕不明發燒盜汗腫塊出血/器官特定症狀/遺傳性癌症家族史/環境暴露/淋巴結肝脾神經學檢查/ECOG PS,,,,,,y,,,,,
epa_onco_epa_2,onco_epa,,dropdown,EPA 2: 病理報告與分子標記判讀,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 組織型態分化程度特殊染色/WHO Gleason Nottingham分級/血管淋巴侵犯切緣/ER PR HER2 PDL1 Ki67/EGFR ALK KRAS MSI TMB,,,,,,y,,,,,
epa_onco_epa_3,onco_epa,,dropdown,EPA 3: 癌症分期與預後評估,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: AJCC TNM分期系統/CT MRI PET-CT應用/分期檢查組合/預後因子整合/MDT討論/治療策略,,,,,,y,,,,,
epa_onco_epa_4,onco_epa,,dropdown,EPA 4: 化學治療方案選擇與執行,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 依癌別分期選擇方案/BSA劑量計算器官調整/血球肝腎心肺評估/藥物順序時間水化/RECIST療效評估/劑量調整中止,,,,,,y,,,,,
epa_onco_epa_5,onco_epa,,dropdown,EPA 5: 標靶治療與免疫治療,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: EGFR-TKI ALK-i HER2-i/PD1 PDL1 CTLA4抑制劑/生物標記檢測/irAE識別處理/抗藥性後線治療,,,,,,y,,,,,
epa_onco_epa_6,onco_epa,,dropdown,EPA 6: 放射治療適應症評估與協調,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 根治輔助緩和放療/IMRT SBRT質子治療/同步序列放化療/放腫科溝通/急慢性副作用管理,,,,,,y,,,,,
epa_onco_epa_7,onco_epa,,dropdown,EPA 7: 腫瘤急症診斷與處理,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: SVCS快速診斷放療支架/脊髓壓迫MRI類固醇放療手術/高血鈣水化雙磷酸鹽/TLS預防Rasburicase/嗜中性白血球低下發燒,,,,,,y,,,,,
epa_onco_epa_8,onco_epa,,dropdown,EPA 8: 化療副作用與支持性照護,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 噁心嘔吐腹瀉黏膜炎/骨髓抑制發燒預防/周邊神經毒性/腎毒性心毒性/營養支持,,,,,,y,,,,,
epa_onco_epa_9,onco_epa,,dropdown,EPA 9: 癌症疼痛控制與緩和醫療,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: WHO三階梯止痛/嗎啡類藥物滴定/神經病變痛/突發痛處理/症狀控制預立醫療/安寧照會,,,,,,y,,,,,
epa_onco_epa_10,onco_epa,,dropdown,EPA 10: 腫瘤病患跨科部整合照護協調,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: MDT討論分期會議/放腫外科協調/支持性照護團隊/營養復健/安寧緩和/家屬溝通臨床試驗,,,,,,y,,,,,
onco_section_comments,onco_epa,整體評語,descriptive,請針對此次評核提供整體質性回饋: 優點與具體表現/需改進之處與學習建議/是否建議進入下階段訓練。提示: 您可使用手機語音輸入功能,,,,,,,,,,,,,
onco_overall_comments,onco_epa,,notes,整體質性評語,,建議使用語音輸入功能,,,,,,,,,,, @MAXCHOICE=10000
onco_strengths,onco_epa,,notes,優點與具體表現,,,,,,,,,,,,, @MAXCHOICE=3000
onco_areas_improvement,onco_epa,,notes,需改進之處與學習建議,,,,,,,,,,,,, @MAXCHOICE=3000
onco_recommendation,onco_epa,,dropdown,是否建議進入下階段訓練,"1, 是-可進入下階段 | 2, 尚可-需持續觀察 | 3, 保留-需加強訓練",,,,,,,y,,,,,
uuid_8,onco_epa,,text,UUID,,,,,,,,,,,,, @MC-TASK-UUID @HIDDEN-SURVEY
startdate_8,onco_epa,,text,Start Date,,,,,,,,,,,,, @MC-TASK-STARTDATE @HIDDEN-SURVEY
enddate_8,onco_epa,,text,End Date,,,,,,,,,,,,, @MC-TASK-ENDDATE @HIDDEN-SURVEY
scheduledate_8,onco_epa,,text,Schedule Date,,,,,,,,,,,,, @MC-TASK-SCHEDULEDATE @HIDDEN-SURVEY
status_8,onco_epa,,dropdown,Status,"0, Deleted | 1, Completed | 2, Incomplete",,,,,,,,,,,, @MC-TASK-STATUS @HIDDEN-SURVEY
supplementaldata_8,onco_epa,,notes,Supplemental Data (JSON),,,,,,,,,,,,, @MC-TASK-SUPPLEMENTALDATA @HIDDEN-SURVEY
serializedresult_8,onco_epa,,file,Serialized Result,,,,,,,,,,,,, @MC-TASK-SERIALIZEDRESULT @HIDDEN-SURVEY
rheuma_eval_date,rheuma_epa,基本資料,text,評核日期,,請輸入格式 YYYY-MM-DD,date_ymd,,,,,,,,,,
rheuma_assessor_name,rheuma_epa,,text,評核教師姓名,,,,,,,,,,,,,@HIDDEN-SURVEY
rheuma_assessor_email,rheuma_epa,,text,評核教師電子信箱,,用於發送 EPA survey 邀請,email,,,y,,,,,,,@CHARLIMIT=100 @HIDDEN-SURVEY
rheuma_assessor_title,rheuma_epa,,dropdown,評核教師職稱,"1, 主治醫師 | 2, 總醫師 | 3, 其他",,,,,,,,,,,,@HIDDEN-SURVEY
rheuma_evaluated_id,rheuma_epa,被評核學員,text,被評核學員學號/員工編號,,請填入受評學員的學號或員工編號,,,,,,,,,,,@CHARLIMIT=20 @HIDDEN-SURVEY
rheuma_evaluated_name,rheuma_epa,,text,被評核學員姓名,,,,,,,,y,,,,,@CHARLIMIT=50 @READONLY
rheuma_evaluated_type,rheuma_epa,,dropdown,被評核學員類別,"1, 醫學生 | 2, PGY醫師 | 3, 住院醫師 | 4, 專科護理師",,,,,,,,,,,,@HIDDEN-SURVEY
rheuma_trainee_type,rheuma_epa,,dropdown,受評者類型,"1, 醫學生 | 2, PGY醫師 | 3, 住院醫師 | 4, 專科護理師",,,,,,,,,,,,@HIDDEN-SURVEY
rheuma_trainee_name,rheuma_epa,,text,受評者姓名,,,,,,,,,,,,,@HIDDEN-SURVEY
rheuma_dept,rheuma_epa,,text,評核科別,,預設：風濕免疫科,,,,,,,,,,,@DEFAULT='風濕免疫科' @READONLY @HIDDEN-SURVEY
rheuma_section_epa,rheuma_epa,EPA評估項目,descriptive,評分標準說明: Level 1 新手 - 僅能觀察他人執行需督導引導; Level 2 進階初學者 - 可在直接監督下執行; Level 3 勝任 - 可獨立執行但需回報; Level 4 精通 - 可獨立執行監督者隨時可得; Level 5 專家 - 可獨立執行並指導他人,,,,,,,,,,,,,
epa_rheuma_epa_1,rheuma_epa,,dropdown,EPA 1: 風濕免疫疾病病史詢問與風險評估,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 關節痛晨間僵硬肌肉無力皮疹口腔潰瘍/發燒體重減輕疲倦雷諾氏/自體免疫疾病家族史/NSAIDs類固醇免疫抑制劑/HAQ RAPID3功能評估/DAS28 SLEDAI,,,,,,y,,,,,
epa_rheuma_epa_2,rheuma_epa,,dropdown,EPA 2: 關節系統理學檢查,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 對稱性腫脹壓痛溫度積液/主動被動活動度疼痛弧/擠壓骶髂脊椎活動度/皮疹結節指甲黏膜/腫脹壓痛關節計數66 68/握力行走Schober,,,,,,y,,,,,
epa_rheuma_epa_3,rheuma_epa,,dropdown,EPA 3: 風濕免疫疾病影像判讀,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: X光侵蝕狹窄骨質疏鬆/超音波滑膜增生血流/MRI骨髓水腫侵蝕/DEXA骨密度T-score/影像分期評估,,,,,,y,,,,,
epa_rheuma_epa_4,rheuma_epa,,dropdown,EPA 4: 關節穿刺術與關節液分析,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 膝肩肘踝穿刺技術/無菌操作超音波導引/WBC分類結晶偏光/培養革蘭氏染色/痛風假性痛風敗血性關節炎,,,,,,y,,,,,
epa_rheuma_epa_5,rheuma_epa,,dropdown,EPA 5: 自體免疫抗體與免疫學檢驗判讀,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: ANA效價型態speckled homogeneous/Anti-dsDNA Sm RNP Ro La/RF ACPA類風濕因子/C3 C4 CH50補體/ESR CRP發炎指標,,,,,,y,,,,,
epa_rheuma_epa_6,rheuma_epa,,dropdown,EPA 6: 類風濕性關節炎診斷與治療,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 2010 ACR EULAR分類標準/DAS28 SDAI CDAI活性評估/侵蝕性關節外表現/Treat-to-target策略/MTX HCQ SSZ DMARDs/關節變形併發症,,,,,,y,,,,,
epa_rheuma_epa_7,rheuma_epa,,dropdown,EPA 7: 全身性紅斑狼瘡與結締組織疾病管理,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: SLICC ACR EULAR 2019標準/腎肺心神經血液器官侵犯/SLEDAI疾病活性/類固醇免疫抑制劑/抗磷脂症候群乾燥症硬皮症多肌炎,,,,,,y,,,,,
epa_rheuma_epa_8,rheuma_epa,,dropdown,EPA 8: 痛風與結晶性關節炎處置,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: MSU CPPD結晶偏光鑑定/急性痛風NSAIDs秋水仙素類固醇/降尿酸Allopurinol Febuxostat/飲食控制併發症/假性痛風CPPD,,,,,,y,,,,,
epa_rheuma_epa_9,rheuma_epa,,dropdown,EPA 9: 免疫調節藥物使用與監測DMARDs生物製劑,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: MTX HCQ SSZ Leflunomide使用/肝腎功能血球監測/Anti-TNF IL-6 JAK抑制劑/感染結核篩檢預防/藥物副作用處理,,,,,,y,,,,,
epa_rheuma_epa_10,rheuma_epa,,dropdown,EPA 10: 風濕免疫疾病患者跨科部整合照護,"1, Level 1 - 能識別基本症狀知基本檢查 | 2, Level 2 - 能執行標準流程基本評估治療 | 3, Level 3 - 能獨立診斷處理制定治療計畫 | 4, Level 4 - 能處理複雜情況整合多因素決策 | 5, Level 5 - 成為專家教導複雜個案建立流程 | 0, 未評估",核心能力: 腎臟肺臟心臟會診/復健職能治療/營養藥師衛教/懷孕哺乳用藥/家屬溝通社會資源/臨床試驗,,,,,,y,,,,,
rheuma_section_comments,rheuma_epa,整體評語,descriptive,請針對此次評核提供整體質性回饋: 優點與具體表現/需改進之處與學習建議/是否建議進入下階段訓練。提示: 您可使用手機語音輸入功能,,,,,,,,,,,,,
rheuma_overall_comments,rheuma_epa,,notes,整體質性評語,,建議使用語音輸入功能,,,,,,,,,,, @MAXCHOICE=10000
rheuma_strengths,rheuma_epa,,notes,優點與具體表現,,,,,,,,,,,,, @MAXCHOICE=3000
rheuma_areas_improvement,rheuma_epa,,notes,需改進之處與學習建議,,,,,,,,,,,,, @MAXCHOICE=3000
rheuma_recommendation,rheuma_epa,,dropdown,是否建議進入下階段訓練,"1, 是-可進入下階段 | 2, 尚可-需持續觀察 | 3, 保留-需加強訓練",,,,,,,y,,,,,
uuid_9,rheuma_epa,,text,UUID,,,,,,,,,,,,, @MC-TASK-UUID @HIDDEN-SURVEY
startdate_9,rheuma_epa,,text,Start Date,,,,,,,,,,,,, @MC-TASK-STARTDATE @HIDDEN-SURVEY
enddate_9,rheuma_epa,,text,End Date,,,,,,,,,,,,, @MC-TASK-ENDDATE @HIDDEN-SURVEY
scheduledate_9,rheuma_epa,,text,Schedule Date,,,,,,,,,,,,, @MC-TASK-SCHEDULEDATE @HIDDEN-SURVEY
status_9,rheuma_epa,,dropdown,Status,"0, Deleted | 1, Completed | 2, Incomplete",,,,,,,,,,,, @MC-TASK-STATUS @HIDDEN-SURVEY
supplementaldata_9,rheuma_epa,,notes,Supplemental Data (JSON),,,,,,,,,,,,, @MC-TASK-SUPPLEMENTALDATA @HIDDEN-SURVEY
serializedresult_9,rheuma_epa,,file,Serialized Result,,,,,,,,,,,,, @MC-TASK-SERIALIZEDRESULT @HIDDEN-SURVEY
neuro_eval_date,neuro_epa,基本資料,text,評核日期,,請輸入格式 YYYY-MM-DD,date_ymd,,,,,,,,,,
neuro_assessor_name,neuro_epa,,text,評核教師姓名,,,,,,,,,,,,,@HIDDEN-SURVEY
neuro_assessor_email,neuro_epa,,text,評核教師電子信箱,,用於發送 EPA survey 邀請,email,,,y,,,,,,,@CHARLIMIT=100 @HIDDEN-SURVEY
neuro_assessor_title,neuro_epa,,dropdown,評核教師職稱,"1, 主治醫師 | 2, 總醫師 | 3, 其他",,,,,,,,,,,,@HIDDEN-SURVEY
neuro_evaluated_id,neuro_epa,被評核學員,text,被評核學員學號/員工編號,,請填入受評學員的學號或員工編號,,,,,,,,,,,@CHARLIMIT=20 @HIDDEN-SURVEY
